Sample Name	0	14	21	28	42	49	56	7	70	84
Abita	0.0	 	0.587016072384	 	0.695666700843	 	 	0.642576151672	 	 
Alfie	0.0	 	0.586766699244	 	0.576979754888	0.764722423344	0.72842406872	0.602957106387	0.635519599367	0.623292484939
Amos	0.0	 	0.569584692561	 	0.580002685931	0.779059923087	0.777184026601	0.584305554569	0.669847351189	0.69930621818
Atticus	0.0	 	0.56417706473	 	0.559834179076	 	 	0.557708165549	 	 
Atty	0.0	 	0.595929192148	 	0.557827076445	 	 	0.514493740703	 	 
Bailey	0.0	0.760463450277	 	0.712427008305	0.712477186771	 	 	0.745106802583	 	 
Bash	0.0	 	0.597248140043	 	0.615548834462	 	 	0.545805989646	 	 
Chase	0.0	 	0.662101881889	 	0.635993595172	0.707905513207	0.701882895751	0.574184006243	0.647424605349	0.686586275626
Chloe	0.0	0.666744172979	 	0.665396135049	0.715865581252	 	 	0.679091006743	 	 
Hulk	0.0	0.754965497456	 	0.700418424346	0.604460172106	 	 	0.754325241464	 	 
Izzy	0.0	 	0.574895943673	 	0.55900152387	 	 	0.546744890024	 	 
Lady	0.0	 	0.642981138912	 	0.648059067997	0.728217497776	0.725378084444	0.582746622157	0.651867558917	0.659639495752
Leah	0.0	0.732740015561	 	0.714706038552	0.674039156519	 	 	0.712034632938	 	 
Leia	0.0	 	0.609776323951	 	0.596798363645	0.717770408922	0.722723076329	0.613579050242	0.644375985956	0.657991655679
Lexy	0.0	0.68105894129	 	0.707982682851	0.703231281996	 	 	0.716593044803	 	 
Mingo	0.0	 	0.579607050392	 	0.610478657101	0.732557594207	0.727420187298	0.607718243755	0.69347963556	0.695119179898
Nash	0.0	 	0.570391767759	 	0.589697385583	0.697263878546	0.712875897113	0.587336020966	0.628539507977	0.625324107781
Ollie	0.0	 	0.562147139547	 	0.679895463334	 	 	0.659509351235	 	 
Ozzy	0.0	0.645016583194	 	0.577491296318	0.599957938923	 	 	0.655597807155	 	 
Pi	0.0	 	0.54654056476	 	0.585832784861	 	 	0.554297400027	 	 
Que	0.0	0.676505954443	 	0.603361119031	0.612841265197	 	 	0.731501537608	 	 
Rex	0.0	0.704758606109	 	0.628660442811	0.605699666967	 	 	0.720111569612	 	 
Rookie	0.0	 	0.542245663097	 	0.743588766846	 	 	0.574465027645	 	 
Terra	0.0	 	0.599806179364	 	0.629635793737	0.674222307105	0.664547978511	0.599763104865	0.700656029154	0.661688384522
