,Fec.G2.D42.Chase,Fec.G2.D84.Chase,Fec.G2.D84.Lady,Fec.G2.D84.Leia,Fec.G3.D42.Chloe,Fec.G3.D07.Chloe,Fec.G2.D49.Chase,Fec.G2.D49.Nash,Fec.G3.D14.Leah,Fec.G3.D14.Chloe,Fec.G3.D14.Rex,Fec.G2.D70.Leia,Fec.G2.D84.Terra,Fec.G3.D00.Bailey,Fec.G3.D14.Ozzy,Fec.G2.D42.Terra,Fec.G3.D07.Que,Fec.G3.D07.Rex,Fec.G3.D07.Ozzy,Fec.G2.D56.Terra,Fec.G3.D07.Lexy,Fec.G2.D56.Lady,Fec.G3.D28.Ozzy,Fec.G3.D42.Lexy,Fec.G2.D70.Chase,Fec.G3.D07.Hulk,Fec.G3.D28.Lexy,Fec.G2.D49.Amos,Fec.G3.D28.Rex,Fec.G3.D00.Rex,Fec.G3.D00.Ozzy,Fec.G3.D42.Rex,Fec.G2.D49.Terra,Fec.G2.D56.Leia,Fec.G3.D28.Que,Fec.G3.D14.Bailey,Fec.G2.D70.Mingo,Fec.G3.D14.Hulk,Fec.G2.D84.Mingo,Fec.G3.D42.Leah,Fec.G2.D49.Lady,Fec.G2.D70.Nash,Fec.G2.D70.Lady,Fec.G2.D42.Lady,Fec.G2.D56.Nash,Fec.G2.D49.Leia,Fec.G3.D00.Hulk,Fec.G2.D42.Leia,Fec.G3.D42.Hulk,Fec.G2.D70.Terra,Fec.G2.D56.Amos,Fec.G3.D42.Que,Fec.G2.D56.Mingo,Fec.G3.D28.Hulk,Fec.G2.D42.Amos,Fec.G3.D28.Leah,Fec.G3.D28.Chloe,Fec.G2.D84.Alfie,Fec.G2.D49.Alfie,Fec.G2.D84.Amos,Fec.G2.D84.Nash,Fec.G2.D70.Alfie,Fec.G3.D14.Lexy,Fec.G2.D49.Mingo,Fec.G3.D14.Que,Fec.G3.D00.Lexy,Fec.G3.D00.Leah,Fec.G3.D00.Que,Fec.G3.D07.Leah,Fec.G2.D70.Amos,Fec.G2.D42.Mingo,Fec.G3.D07.Bailey,Fec.G3.D28.Bailey,Fec.G3.D42.Bailey,Fec.G2.D56.Alfie,Fec.G2.D56.Chase,Fec.G3.D00.Chloe,Fec.G3.D42.Ozzy,Fec.G2.D42.Alfie,Fec.G2.D42.Nash
Fec.G3.D07.Lexy,0.702946865284,0.667429366333,0.711717988435,0.663502645405,0.72926094011,0.599574145868,0.666808315739,0.598764407328,0.566660259032,0.656721902498,0.673022087499,0.713189885588,0.713599694962,0.723591159348,0.609918679849,0.729413038443,0.650587053166,0.5865886168,0.583631526259,0.660603334153,0.0,0.606789051662,0.706745034056,0.60282387447,0.688975637243,0.557061588055,0.654931987459,0.556596428193,0.755628313693,0.747014910406,0.664736035493,0.737542018926,0.675575798181,0.66667208047,0.72968234574,0.554654973112,0.674523199057,0.535193230223,0.665833365496,0.67574548829,0.59342869848,0.732256562153,0.728014880241,0.687060011346,0.599579434743,0.647922853858,0.753032270272,0.746517265809,0.728036056462,0.643465019859,0.595660552373,0.715184244038,0.591913750815,0.695039002566,0.768767290577,0.672715439131,0.735868472071,0.732139182176,0.594485531695,0.669359782252,0.719763671874,0.734891558611,0.537690717049,0.588641253267,0.626412501398,0.716593044803,0.698323688738,0.720146725001,0.54217591052,0.708623566813,0.69148620234,0.522876915848,0.641858945535,0.693390104916,0.587238218901,0.599941916653,0.719594706047,0.708596184178,0.724430131659,0.717084171398
Fec.G2.D56.Lady,0.656403036268,0.638277063063,0.70895419574,0.662334279819,0.707169508021,0.594877212751,0.613742572483,0.556095034718,0.575374485028,0.641403968768,0.661638067064,0.68993881202,0.697808174556,0.765050272732,0.571702504108,0.712776597119,0.612695463273,0.5826695569,0.580925960998,0.625857046738,0.606789051662,0.0,0.706287342868,0.657240982085,0.68122717173,0.638034571621,0.697580991391,0.57539646981,0.740845289314,0.733324464777,0.669313165736,0.725736848153,0.617794839409,0.590291469928,0.724473420169,0.647482826157,0.71995152111,0.603774420013,0.706434742622,0.714475790387,0.538118460909,0.721195685204,0.705518254725,0.667037677636,0.570929323383,0.611555897943,0.776440845565,0.776421892733,0.761913457892,0.625387540688,0.574593290063,0.727796194087,0.630431117922,0.746627211365,0.785833131072,0.718079759525,0.735113342703,0.762606847361,0.608344806006,0.718806289865,0.715902727372,0.758699001642,0.615257874471,0.610919307276,0.593591793825,0.766773049906,0.744619613494,0.720238619835,0.59325998291,0.733033260919,0.743426935133,0.610014880889,0.692286113604,0.721153810408,0.648667071355,0.552611444231,0.710767769517,0.722522692998,0.748853146635,0.705097918423
Fec.G3.D28.Ozzy,0.670889078599,0.701938198696,0.640641604572,0.634709120218,0.698733393948,0.674828274244,0.73987368241,0.696167492576,0.745701085825,0.657322533355,0.683395890818,0.66840507652,0.673670746168,0.663832136241,0.691140797192,0.62551552623,0.690614549561,0.681415883452,0.704231925386,0.682977969368,0.706745034056,0.706287342868,0.0,0.696101697028,0.675422332076,0.717692835183,0.700505106814,0.716638680075,0.6814403471,0.625786827714,0.577491296318,0.636843538365,0.654050450469,0.701560194114,0.654433604697,0.751852273038,0.702993663736,0.715409541087,0.697665099677,0.699143104314,0.690703344978,0.608529728062,0.644202222466,0.630336152987,0.694731646163,0.678926480834,0.632018573835,0.653322843336,0.64996699846,0.691442033981,0.715079954887,0.647851738581,0.728942108737,0.692596572173,0.68511968861,0.716863424856,0.662002861541,0.644945877345,0.726148295285,0.652507156577,0.623406691667,0.670297778307,0.689392267461,0.727282186676,0.656229102911,0.666216204932,0.622001557932,0.595310933766,0.726253960123,0.649373572308,0.630716479852,0.745765993215,0.721327438498,0.718601651272,0.72672470668,0.713174695136,0.602406243416,0.538108177435,0.650834087812,0.598226315477
Fec.G3.D42.Lexy,0.683608994523,0.67865813299,0.709883735947,0.676221985699,0.706852023928,0.63166849053,0.707589214282,0.655383654999,0.626715432432,0.640961718082,0.689849750905,0.655197806215,0.699973013327,0.710473654305,0.659648505137,0.695089466249,0.624817450467,0.65119458719,0.626343983001,0.645139925278,0.60282387447,0.657240982085,0.696101697028,0.0,0.676262172773,0.631473838821,0.613589091346,0.612099042761,0.736753330648,0.713378205858,0.656469766274,0.700957732049,0.69392164389,0.642508556795,0.713514351803,0.649831980229,0.638698032935,0.573912954333,0.614335261362,0.621907334826,0.660263191317,0.701757257823,0.688856699602,0.675560254631,0.659699514671,0.662094513366,0.73132896976,0.711224707378,0.693545927401,0.667343341673,0.645104871089,0.702898427022,0.614147230905,0.635816147849,0.745984327478,0.589100158075,0.725675784319,0.694690464985,0.626503782258,0.654319021154,0.705037094531,0.709965455579,0.576529387809,0.621173944344,0.62038043614,0.703231281996,0.664900562802,0.72096226685,0.644469244709,0.668956626312,0.670195630239,0.617698833565,0.642043215511,0.659801442619,0.646329828605,0.639533478441,0.711622120461,0.708652597182,0.699968449792,0.699445744982
Fec.G2.D70.Chase,0.607637639074,0.632112116484,0.634027080228,0.674440430297,0.682078026352,0.662837951573,0.68070842914,0.689897772768,0.713698625671,0.637529436298,0.650371196792,0.664048328202,0.665327415525,0.708267012578,0.677298684779,0.676451672936,0.661119912634,0.684713050386,0.679684273065,0.641910929058,0.688975637243,0.68122717173,0.675422332076,0.676262172773,0.0,0.719296426176,0.69718482997,0.719941682187,0.68333817263,0.688387079538,0.670534384043,0.670111903134,0.668282722495,0.64584994308,0.669554085154,0.734869430205,0.670748285564,0.720093848417,0.651904879636,0.673825319558,0.689473418379,0.655808711129,0.603234506286,0.613842774689,0.698947379531,0.677640374953,0.73369981085,0.709028320914,0.708898251868,0.647978399741,0.700585753745,0.664431486618,0.680732175588,0.708155747304,0.734244560662,0.661350831229,0.703951485416,0.693697198048,0.70977664503,0.68983816614,0.65650802604,0.712666460974,0.685310155216,0.712177960044,0.652353656938,0.714714497722,0.718930201611,0.67187343702,0.710639604298,0.686942695756,0.679651068976,0.719800029185,0.683923885527,0.669551243463,0.696934336177,0.685146991612,0.66030130254,0.688230180497,0.688482438172,0.67747526233
Fec.G3.D07.Hulk,0.723202963494,0.710088928746,0.717766187191,0.703312801375,0.757481722441,0.653384967767,0.684254050541,0.617380843945,0.616464190807,0.691102233118,0.688479781166,0.731495129275,0.721533935147,0.723547656393,0.658715827675,0.744056479413,0.673775339073,0.640185173641,0.646663045644,0.684107586,0.557061588055,0.638034571621,0.717692835183,0.631473838821,0.719296426176,0.0,0.677231024416,0.623171951723,0.757192610047,0.751562399974,0.714368972944,0.730691302706,0.673022608877,0.668019056009,0.72866517682,0.554702744491,0.667515454064,0.546022359481,0.648768655122,0.699539491441,0.583960176261,0.722304523439,0.726536052268,0.692387441358,0.61534911224,0.643076789603,0.754325241464,0.739418535652,0.745583109044,0.634500727399,0.636025110165,0.716875474824,0.629527163016,0.670584310358,0.781767867415,0.681811420705,0.746777500549,0.734566767442,0.581140701405,0.693239505142,0.721062738992,0.735189230611,0.574710121489,0.595697681569,0.662166954355,0.70544966119,0.709410595524,0.733780790151,0.587313128766,0.714274344258,0.680872154254,0.547970947996,0.62583471133,0.690010777962,0.585193257099,0.648262637266,0.719862006763,0.72299072379,0.724044981679,0.729359726359
Fec.G3.D28.Lexy,0.692841783978,0.691166705154,0.69533292316,0.684787949272,0.702797221439,0.654110690938,0.722622917564,0.705196931521,0.658548642816,0.677022186455,0.689459187908,0.676858836253,0.690369896675,0.686746445465,0.675686110759,0.712412617651,0.678019358823,0.684398562637,0.678243554654,0.694051437878,0.654931987459,0.697580991391,0.700505106814,0.613589091346,0.69718482997,0.677231024416,0.0,0.662335589708,0.715063812788,0.722238757411,0.685008700513,0.680131847323,0.689157377823,0.680660222165,0.702172068045,0.699557132421,0.678506769314,0.645711352428,0.663260737291,0.574868667765,0.693430281032,0.704956801731,0.707010805462,0.692213204936,0.708812160948,0.689827711067,0.730874109827,0.699541698315,0.690842270033,0.696241002164,0.677049126494,0.695381731188,0.648182696255,0.66080154461,0.74415176951,0.635521800508,0.699205514449,0.688414461825,0.682503571942,0.675819363263,0.703036785001,0.712608664489,0.634205180058,0.667255189727,0.640329964776,0.707982682851,0.652601715717,0.703904593408,0.660611472199,0.676515726435,0.678065680169,0.666563539571,0.673262062971,0.680647771268,0.669667746558,0.677254854644,0.712890662208,0.726537046266,0.68966105488,0.71062252748
Fec.G2.D49.Amos,0.717762446276,0.668416560375,0.735301249414,0.705559175715,0.736498593712,0.620487838041,0.661263010659,0.608319493587,0.55796097543,0.671175757638,0.687384258043,0.720195488452,0.72914341975,0.729883295822,0.598398275962,0.736300267042,0.667175604761,0.621011274587,0.602240832993,0.677415560546,0.556596428193,0.57539646981,0.716638680075,0.612099042761,0.719941682187,0.623171951723,0.662335589708,0.0,0.753539269121,0.757958695926,0.679418939468,0.742947775252,0.664393961718,0.659339475633,0.740794255601,0.648025815234,0.705373302811,0.539270349487,0.672009587624,0.692889850464,0.591943274681,0.741441902214,0.741532437471,0.72044406579,0.632299089675,0.66838580581,0.767323118936,0.75839157174,0.738599652479,0.667305289508,0.531251834129,0.741502927825,0.628248820492,0.715547736361,0.772245573171,0.688754793038,0.750227578558,0.744083207686,0.60457442173,0.677985735615,0.749488506052,0.768184767244,0.572682090156,0.616523617729,0.62380319336,0.747029055482,0.728103473476,0.742847905189,0.548327535562,0.698575853904,0.713296997679,0.580530157892,0.668307948819,0.70335827123,0.65028359087,0.617367765813,0.740259246473,0.736031387961,0.737029213829,0.735138655612
Fec.G3.D28.Rex,0.688219000503,0.713953039748,0.669591012783,0.675889915348,0.668746156369,0.729890719279,0.743351346991,0.735746306169,0.762550801506,0.702659090803,0.701860560553,0.712664631616,0.693807492743,0.654120075672,0.74202611909,0.679386397801,0.738792331595,0.737713522319,0.745626265349,0.714137087319,0.755628313693,0.740845289314,0.6814403471,0.736753330648,0.68333817263,0.757192610047,0.715063812788,0.753539269121,0.0,0.628660442811,0.690443191641,0.617158712001,0.707038085765,0.730473153645,0.615164390429,0.770262845748,0.700253089968,0.750324114211,0.71692191115,0.704702798259,0.739400443693,0.657926464081,0.642025547091,0.668076977469,0.73370504681,0.71859316504,0.689935766865,0.669561918075,0.705636587944,0.716991908652,0.73653888748,0.643781192086,0.743222508546,0.710252493393,0.701262827466,0.722584519514,0.625440244824,0.679700748792,0.749981820428,0.699585031893,0.682433739366,0.681333397657,0.738381610209,0.75032814119,0.715189892573,0.701960430162,0.695027040959,0.642640092163,0.76876032404,0.70160499731,0.700525400229,0.774620251635,0.734803925372,0.719552967457,0.748031912207,0.739011285107,0.680169247303,0.683778839237,0.655394751937,0.675195901393
Fec.G3.D00.Rex,0.684043289358,0.7043874044,0.647443903653,0.650901905529,0.699247283353,0.719823489063,0.748428117318,0.736428597823,0.767579452682,0.675425123188,0.704758606109,0.675247516881,0.660266303019,0.649257125877,0.735658893453,0.623402139311,0.731412432153,0.720111569612,0.738491921239,0.695852210198,0.747014910406,0.733324464777,0.625786827714,0.713378205858,0.688387079538,0.751562399974,0.722238757411,0.757958695926,0.628660442811,0.0,0.623374372475,0.605699666967,0.693349106766,0.725799593024,0.646132618379,0.772978118465,0.711886453512,0.755706147496,0.700871717579,0.713611787393,0.736374009692,0.609961119863,0.63972564186,0.647976319372,0.733537024307,0.721829207596,0.617092386987,0.644663474119,0.656795414399,0.704015942251,0.744380597905,0.634678075176,0.733424504292,0.697753166586,0.638530209053,0.717969449554,0.64751925756,0.663320111095,0.755435985167,0.678662533025,0.629361062192,0.683888396556,0.724929175084,0.748876635709,0.702576129761,0.67345995617,0.659353602447,0.586240769072,0.759174327642,0.675420696371,0.631641801656,0.770151231815,0.729641920155,0.71178847692,0.736092439018,0.746439561924,0.582956602972,0.618743556861,0.610973138953,0.614811340284
Fec.G3.D00.Ozzy,0.646460436034,0.664952336582,0.629111199845,0.648855794534,0.681579406967,0.647638382006,0.706230467768,0.671218365729,0.714529366622,0.637342791667,0.68301167588,0.640415808253,0.658131878326,0.681914626927,0.645016583194,0.627656237564,0.669155740242,0.645835327852,0.655597807155,0.640936811172,0.664736035493,0.669313165736,0.577491296318,0.656469766274,0.670534384043,0.714368972944,0.685008700513,0.679418939468,0.690443191641,0.623374372475,0.0,0.636450480278,0.650684998144,0.667477799165,0.669122241144,0.732509860733,0.697391796259,0.679744077175,0.699071591141,0.705690585913,0.67329593571,0.656932732448,0.661368081232,0.631499002171,0.680436899835,0.668031078314,0.684355176924,0.679535516909,0.686494716692,0.666075768911,0.686090961571,0.675257775644,0.68881849388,0.699151018024,0.703490742413,0.697477868737,0.671905536514,0.683493637702,0.714179702055,0.658000719996,0.64092438714,0.697520908718,0.67745756683,0.712853615357,0.626167706897,0.704779209905,0.675284862932,0.643438216174,0.704093414104,0.669530925287,0.658763913253,0.71278373653,0.723715554193,0.708212896139,0.721609418124,0.679535005021,0.632263779973,0.599957938923,0.662570728119,0.645390238237
Fec.G3.D42.Rex,0.661126933176,0.697139140372,0.614777687323,0.645082914355,0.64573381344,0.697515880781,0.758330987892,0.72478552721,0.764183344067,0.655409732707,0.689610004262,0.673078202817,0.642203273099,0.619539453308,0.718281948707,0.626996126225,0.719138377158,0.698939773043,0.722437728195,0.687823337288,0.737542018926,0.725736848153,0.636843538365,0.700957732049,0.670111903134,0.730691302706,0.680131847323,0.742947775252,0.617158712001,0.605699666967,0.636450480278,0.0,0.680276627744,0.720698917535,0.591873578377,0.763948388662,0.68644560517,0.732493790053,0.692353122326,0.663418353503,0.7167123139,0.611884750022,0.627091793116,0.632856617408,0.724166207819,0.702184535161,0.640467588656,0.617411379794,0.655270662194,0.711739312376,0.737379612515,0.581167725968,0.727827998892,0.673789145408,0.671344006857,0.700958479731,0.622547872963,0.622392973741,0.74423276765,0.656597425016,0.630087136873,0.662092694497,0.709229359969,0.730821653389,0.695759622345,0.671078216046,0.6613023533,0.602847372231,0.744929767301,0.67566191642,0.664199304792,0.752180755042,0.703794000735,0.692799000287,0.71806777356,0.733287904853,0.643978125681,0.627159102404,0.626974807166,0.661488354389
Fec.G2.D49.Terra,0.660790057089,0.65637618954,0.662340806337,0.631853708432,0.683074454025,0.594520984376,0.680008840803,0.621116072291,0.67620203445,0.623857088743,0.627735605963,0.688995255798,0.663346365248,0.723573208937,0.610689470756,0.638999882232,0.625357741897,0.611874775749,0.611723243768,0.595057528073,0.675575798181,0.617794839409,0.654050450469,0.69392164389,0.668282722495,0.673022608877,0.689157377823,0.664393961718,0.707038085765,0.693349106766,0.650684998144,0.680276627744,0.0,0.666293891092,0.69425220217,0.708882644856,0.719624334326,0.663819692215,0.704995321203,0.697988346813,0.606342817004,0.678662890856,0.657858447845,0.662299455213,0.62690245315,0.612387767109,0.72314726228,0.742222819855,0.707773947255,0.649725539453,0.660139419058,0.659248729088,0.683154494683,0.723912031067,0.738190385567,0.708304942461,0.71819541088,0.72394927185,0.675465493348,0.701610684462,0.673687822264,0.725347172254,0.65276544039,0.68005949441,0.622185236356,0.731932498827,0.698213758746,0.673415806081,0.691536016068,0.702893761207,0.709559208646,0.689819048003,0.706014807437,0.726023789609,0.667824733239,0.658276915791,0.675805754556,0.677343667622,0.695985142715,0.688095314235
Fec.G2.D56.Leia,0.65010249847,0.65672136493,0.678916886982,0.68208507889,0.702654352505,0.630261475942,0.636573306339,0.607467831593,0.62715426194,0.641012555334,0.657830989418,0.665536761491,0.681589549297,0.768712135969,0.643546969659,0.702372303178,0.616122098827,0.637221991302,0.615389875368,0.607826640699,0.66667208047,0.590291469928,0.701560194114,0.642508556795,0.64584994308,0.668019056009,0.680660222165,0.659339475633,0.730473153645,0.725799593024,0.667477799165,0.720698917535,0.666293891092,0.0,0.73031496376,0.669831622464,0.687572306,0.645035168497,0.67250665355,0.691883398094,0.614691407529,0.717667617914,0.677429400166,0.664304486363,0.612514239269,0.624132619342,0.773344902682,0.763040281166,0.751031289428,0.631296184717,0.649016676113,0.724119377518,0.632097879179,0.720601186742,0.781869494955,0.667181907926,0.73409379524,0.748535716541,0.64756678388,0.710843490153,0.701860721832,0.749694819547,0.639064092401,0.64419908513,0.601741248685,0.772959827671,0.752766951893,0.727030634176,0.653499418722,0.717931865046,0.74178657124,0.676906230327,0.68377567857,0.696956934021,0.68596405518,0.608457714606,0.711017759664,0.738142967787,0.739109343466,0.711806685406
Fec.G3.D28.Que,0.648989711517,0.703752222666,0.641451917296,0.628839661929,0.680188508067,0.688271277227,0.759527499062,0.712391517378,0.758557706306,0.695875361043,0.670436532811,0.700090158382,0.672922396714,0.630276865173,0.716053069249,0.669922005065,0.69740528816,0.699499695564,0.707367589445,0.691164693603,0.72968234574,0.724473420169,0.654433604697,0.713514351803,0.669554085154,0.72866517682,0.702172068045,0.740794255601,0.615164390429,0.646132618379,0.669122241144,0.591873578377,0.69425220217,0.73031496376,0.0,0.742405559077,0.700668065232,0.729875589954,0.70266463666,0.685891179232,0.710139809267,0.610495747739,0.618647079788,0.635795524509,0.71219319685,0.696094520371,0.667133306392,0.641591266888,0.685593460206,0.706943268627,0.732534749068,0.603973923913,0.703146268406,0.699218441667,0.673465771001,0.697513932741,0.569252046214,0.662788145743,0.743229269009,0.69374341972,0.629742039335,0.670280537761,0.712223242485,0.719167574529,0.674554939791,0.667465107842,0.679560032225,0.603361119031,0.736003560719,0.681363250947,0.678751515686,0.753976494937,0.697927832583,0.728130050206,0.723622722391,0.718880012701,0.636038937539,0.656393001105,0.622587427908,0.635868076125
Fec.G3.D14.Bailey,0.72435573299,0.732408965003,0.758084336391,0.720596807323,0.781694938336,0.667708292543,0.690374929311,0.603366586571,0.613489547262,0.703605073626,0.704738583057,0.750288200788,0.757517231431,0.760463450277,0.659064101046,0.769494638319,0.67905365208,0.63142397359,0.623586908229,0.688845747823,0.554654973112,0.647482826157,0.751852273038,0.649831980229,0.734869430205,0.554702744491,0.699557132421,0.648025815234,0.770262845748,0.772978118465,0.732509860733,0.763948388662,0.708882644856,0.669831622464,0.742405559077,0.0,0.701756783039,0.581758179027,0.695774983871,0.713687034128,0.605033103495,0.748071502814,0.745437613598,0.709215780239,0.596362605569,0.655955003807,0.777681304926,0.779686088554,0.754374385561,0.629054114236,0.649858998129,0.755576186746,0.625368494529,0.716562403513,0.800617993069,0.690890907457,0.76100365834,0.763636506716,0.597289606116,0.721858328379,0.748130173328,0.764293952262,0.548695072182,0.600139402552,0.671220223717,0.74349447779,0.739141428212,0.757398099915,0.594114949099,0.732947782155,0.736181134435,0.552841116395,0.654569364432,0.731750557932,0.629933431687,0.633826969595,0.757512760508,0.748433857643,0.760511316486,0.756346611429
Fec.G2.D70.Mingo,0.669237012806,0.705361454828,0.678400331389,0.695622155236,0.726435967316,0.682416028093,0.747206354255,0.709495469084,0.710716397452,0.662926582622,0.673744924703,0.679648393525,0.682700557409,0.693460561856,0.732016702648,0.684850510446,0.688448983948,0.701530207873,0.704486284202,0.680499307284,0.674523199057,0.71995152111,0.702993663736,0.638698032935,0.670748285564,0.667515454064,0.678506769314,0.705373302811,0.700253089968,0.711886453512,0.697391796259,0.68644560517,0.719624334326,0.687572306,0.700668065232,0.701756783039,0.0,0.680190938635,0.590067205127,0.650702287686,0.70925574742,0.684442159122,0.670669257374,0.676027127803,0.712320783878,0.694037633499,0.717862789276,0.684210695225,0.712531026282,0.691327207198,0.699431403676,0.695660066475,0.635754566629,0.638157287449,0.722700968565,0.647089479035,0.714398803514,0.681578445614,0.69134692372,0.653795489252,0.694764723441,0.707298542091,0.663427519337,0.672680999356,0.672043142894,0.701641581049,0.688096687609,0.711589906754,0.707702314011,0.65017791056,0.671464269267,0.693327797532,0.63482623104,0.621910995364,0.664067655156,0.718495588795,0.686450487415,0.703237804489,0.671028586148,0.697332801386
Fec.G3.D14.Hulk,0.695720052829,0.688561053454,0.726820390724,0.67865041668,0.736531660818,0.620499911771,0.656714614072,0.593256545634,0.577254409977,0.655733525306,0.695281636285,0.713853397201,0.719196884151,0.724991946504,0.622190412236,0.730288487851,0.645501109808,0.596111309169,0.609917582756,0.669007837618,0.535193230223,0.603774420013,0.715409541087,0.573912954333,0.720093848417,0.546022359481,0.645711352428,0.539270349487,0.750324114211,0.755706147496,0.679744077175,0.732493790053,0.663819692215,0.645035168497,0.729875589954,0.581758179027,0.680190938635,0.0,0.675038726604,0.663150563889,0.576420414529,0.731827540112,0.731429349222,0.70387979274,0.593944534408,0.642804735683,0.754965497456,0.750739018742,0.728478462793,0.64430961497,0.584259266108,0.742261387429,0.570843226138,0.683366623837,0.781028089546,0.669459191262,0.743303097172,0.735124836418,0.571052909055,0.683297160573,0.731091675012,0.747093524176,0.530381084064,0.567102230415,0.620537301547,0.722942095234,0.6945489146,0.737489502082,0.537335079024,0.709657245122,0.711319822338,0.553489708179,0.632840592325,0.693670922158,0.629128479938,0.588387428312,0.727500020606,0.733000419931,0.720637154319,0.728338946291
Fec.G2.D84.Mingo,0.6746107305,0.699470443533,0.680319603419,0.692315279983,0.737216410327,0.656063199809,0.740388842734,0.702015927629,0.695042587104,0.65943318699,0.679249807458,0.661866263691,0.686186515414,0.699440040294,0.720111373411,0.698454355284,0.676536449986,0.675826685753,0.685598098407,0.698932622469,0.665833365496,0.706434742622,0.697665099677,0.614335261362,0.651904879636,0.648768655122,0.663260737291,0.672009587624,0.71692191115,0.700871717579,0.699071591141,0.692353122326,0.704995321203,0.67250665355,0.70266463666,0.695774983871,0.590067205127,0.675038726604,0.0,0.638649712071,0.70973125209,0.696533373732,0.677783920505,0.667854864665,0.692193331415,0.664276792728,0.718045270238,0.680754452207,0.706928188281,0.683928466158,0.674949801859,0.673489604229,0.62368517779,0.602238791688,0.70338639868,0.633636598497,0.72784805155,0.662618117389,0.684072921481,0.621275530386,0.684502396721,0.689225041344,0.628601166648,0.650501626453,0.657440464495,0.686062941037,0.684313360801,0.702181876913,0.679332067574,0.643918473656,0.650585035907,0.666824368033,0.619549187978,0.614857354665,0.623551208009,0.699166190209,0.707139724675,0.722133144542,0.661288076482,0.69521458134
Fec.G3.D42.Leah,0.657087044081,0.690648889214,0.687341036781,0.686984524908,0.697729278096,0.681593869232,0.744952291054,0.711841470089,0.697430129899,0.679736929488,0.706368631825,0.671017222485,0.672289475856,0.680944413812,0.714182243237,0.693901140762,0.699386760259,0.717130519017,0.699018802582,0.692289121089,0.67574548829,0.714475790387,0.699143104314,0.621907334826,0.673825319558,0.699539491441,0.574868667765,0.692889850464,0.704702798259,0.713611787393,0.705690585913,0.663418353503,0.697988346813,0.691883398094,0.685891179232,0.713687034128,0.650702287686,0.663150563889,0.638649712071,0.0,0.709924025385,0.702617544966,0.678136815807,0.686965113323,0.713122186927,0.695408380831,0.719559102249,0.686904343846,0.681996704022,0.696260398222,0.696595195832,0.689682475798,0.651283536085,0.621694073021,0.725673619002,0.619008658446,0.713759255838,0.667756285972,0.696439857838,0.673628370814,0.704474623608,0.688505380464,0.652734762116,0.66710781797,0.675587797945,0.699794579258,0.674039156519,0.705052810393,0.692782175305,0.675748605173,0.673489939253,0.701689948655,0.641660548879,0.657983002915,0.679644768935,0.697841376569,0.714720717368,0.715947362795,0.678855542722,0.710086745416
Fec.G2.D49.Lady,0.664189811489,0.629816099096,0.689159248237,0.676396253723,0.708044716879,0.593463899364,0.577183095433,0.539793625687,0.594701747981,0.621440311859,0.646694935867,0.700964962638,0.691253444135,0.758564265937,0.575815258465,0.728178042888,0.613726234692,0.581171754046,0.553575982053,0.622654044835,0.59342869848,0.538118460909,0.690703344978,0.660263191317,0.689473418379,0.583960176261,0.693430281032,0.591943274681,0.739400443693,0.736374009692,0.67329593571,0.7167123139,0.606342817004,0.614691407529,0.710139809267,0.605033103495,0.70925574742,0.576420414529,0.70973125209,0.709924025385,0.0,0.725940309151,0.696025296811,0.663402170811,0.557311702643,0.594324837627,0.766641495089,0.759714728114,0.758545857432,0.589701979713,0.615660430152,0.709488805071,0.657882296494,0.728149984871,0.792028511137,0.714409723418,0.719162139595,0.748183770934,0.595462793523,0.713153970633,0.725727225214,0.756559928225,0.594510936146,0.633270543037,0.591828899594,0.753680821313,0.733980675925,0.723435097943,0.615468992918,0.722985762157,0.727740202097,0.584592595311,0.673271269461,0.726662301502,0.650346469077,0.571701244764,0.706404247232,0.712305530464,0.746636761511,0.712328023309
Fec.G2.D70.Nash,0.68678738024,0.71638896048,0.656509744116,0.631610793598,0.697021465495,0.690938480504,0.761312199272,0.708244811239,0.754380823019,0.668250752503,0.68531086525,0.68201042655,0.666913865715,0.600274050057,0.736871740821,0.619925675164,0.712961779417,0.718242097931,0.724009853845,0.682310255,0.732256562153,0.721195685204,0.608529728062,0.701757257823,0.655808711129,0.722304523439,0.704956801731,0.741441902214,0.657926464081,0.609961119863,0.656932732448,0.611884750022,0.678662890856,0.717667617914,0.610495747739,0.748071502814,0.684442159122,0.731827540112,0.696533373732,0.702617544966,0.725940309151,0.0,0.621245539492,0.62244870953,0.717587780903,0.704108363236,0.606674235635,0.617576306239,0.614002791101,0.698180411647,0.73634659173,0.633632151361,0.71243133385,0.695636607318,0.635817215202,0.70311839857,0.626309875451,0.670237888486,0.732385943585,0.694029383376,0.575111376873,0.649411061767,0.707524167648,0.733112852668,0.678196547629,0.635365175886,0.619177397188,0.575312716046,0.737969563088,0.660913572114,0.624430181117,0.743689018924,0.719407476697,0.711499573705,0.710394046143,0.741819022798,0.58063523734,0.595335444366,0.591186433837,0.546189075407
