	RS34.D0	RS34.D2	RS37.D5	RS35.D0	RS35.D2	RS38.D5	RS36.D0	RS36.D2	RS54.D5	RS38.D0	RS38.D2	RS35.D5	RS39.D0	RS39.D2	RS34.D5	RS45.D0	RS45.D2	RS45.D5.C	RS49.D0	RS49.D2	RS49.D5	RS51.D0	RS51.D2	RS51.D5	RS55.D0	RS55.D2	RS55.D5	RS31.D0	RS31.D2	RS31.D5	RS32.D0	RS32.D2	RS32.D5	RS33.D0	RS33.D2	RS33.D5	RS54.D0	RS54.D2	RS36.D5	RS40.D0	RS40.D2	RS40.D5	RS48.D0	RS48.D2	RS48.D5	RS50.D0	RS50.D2	RS50.D5
RS33.D0	0.57525023508	0.579695821255	0.585737344383	0.577398677496	0.586098345433	0.579376949947	0.566628767538	0.555508029604	0.589036547399	0.569734150876	0.595971521565	0.592569795604	0.725785407068	0.5672129512	0.587614204933	0.560259396363	0.558483380349	0.546418314763	0.578639944377	0.590183647073	0.593117356242	0.582552552635	0.573639871852	0.569886004136	0.553076370286	0.573668398786	0.551170434059	0.570591552482	0.558655518165	0.555878593576	0.571171647207	0.547810423663	0.556489192617	0.0	0.550355699367	0.5510520175	0.554119785846	0.544649467284	0.557096644726	0.565884930053	0.544833746092	0.578795442128	0.567674311736	0.598764113673	0.580903106722	0.585489031499	0.587579689399	0.573265570285
RS33.D2	0.588394822454	0.569321612821	0.579325688961	0.581663647893	0.577297810214	0.578517962989	0.564868762684	0.569940852916	0.584751821557	0.592142311224	0.589620662311	0.594398346792	0.716450285038	0.569946760626	0.561640593224	0.576657876866	0.570158782275	0.565514534627	0.582719185512	0.580436890161	0.589495709932	0.588074071088	0.584766252621	0.57035091103	0.569006010959	0.591650210522	0.572477266577	0.591065578874	0.56206027221	0.558667795249	0.594750487192	0.567102490467	0.570279869846	0.550355699367	0.0	0.553653030829	0.570226829657	0.550770191538	0.569193581597	0.570976127906	0.562886705929	0.592896002752	0.56790391178	0.585571906921	0.571044526261	0.583599777378	0.577252154098	0.559015853536
RS33.D5	0.569050738299	0.579726996196	0.571625594713	0.560814889867	0.572951074247	0.562573446338	0.566621409382	0.557740764001	0.574772522445	0.566180273953	0.59972980545	0.590293472129	0.747365965962	0.574256195205	0.609839518554	0.575673922812	0.561787927694	0.560845036804	0.573296343778	0.592066675861	0.577014754311	0.583816294507	0.577191336633	0.57701711569	0.571654146141	0.562750452204	0.556878289615	0.562799693721	0.569783679486	0.549114502795	0.573907686667	0.557340771615	0.560925650557	0.5510520175	0.553653030829	0.0	0.560198225555	0.561760201987	0.551406891271	0.56862906441	0.555512481846	0.576430043052	0.57230496596	0.58918994649	0.579878296836	0.590960836622	0.600586803103	0.575341121935
RS54.D0	0.584366377525	0.586176202571	0.585375321761	0.565350841317	0.586503122814	0.575969819586	0.566971681071	0.576512348307	0.571021995177	0.569374256848	0.61176230002	0.59627360062	0.75123139982	0.573138340495	0.625923616015	0.565158972682	0.582957823662	0.564485089597	0.579966323372	0.590252330848	0.590184887629	0.5731763206	0.580508384472	0.581606910364	0.558199527232	0.568902552269	0.564594046592	0.563832632749	0.573535192786	0.553412472941	0.567759368875	0.547693006397	0.561430176742	0.554119785846	0.570226829657	0.560198225555	0.0	0.562566081042	0.560706563806	0.563579929948	0.565842637658	0.590652348073	0.571290665857	0.587566677386	0.581048456769	0.594968059805	0.617788403973	0.591935661054
RS54.D2	0.577198582645	0.586595405257	0.591069673311	0.579650311775	0.571138305131	0.592687280523	0.575932036408	0.569612830641	0.586565895676	0.585107518795	0.584963748992	0.590174335646	0.723678311501	0.577177446643	0.587175636529	0.579680968899	0.571778651215	0.570549137257	0.588974189416	0.598553799644	0.596014778554	0.585009265696	0.579384663334	0.569801796109	0.548530834007	0.5752284747	0.559392498245	0.588245777994	0.570811355114	0.573184709626	0.59905948539	0.556977052137	0.577806988263	0.544649467284	0.550770191538	0.561760201987	0.562566081042	0.0	0.562658050907	0.565766162061	0.56160693412	0.590201041572	0.575709655537	0.592864455656	0.583703355092	0.580010810511	0.565747691829	0.560372505173
RS36.D5	0.569529746106	0.580411076755	0.563736814806	0.566807630248	0.570209286016	0.563037284658	0.575211805253	0.56095239538	0.570515580678	0.575334805239	0.622720990203	0.594509904161	0.744615684548	0.563263114402	0.620952519382	0.573013548665	0.578242207284	0.578674427412	0.574278058461	0.578538565342	0.588299294808	0.596827966438	0.571720713928	0.572096802368	0.56277987204	0.571667933477	0.560521690774	0.587586884772	0.580720142683	0.570031452338	0.577382674975	0.561307960414	0.558876502088	0.557096644726	0.569193581597	0.551406891271	0.560706563806	0.562658050907	0.0	0.564199197222	0.554067715718	0.582111058857	0.57806497193	0.592977090755	0.580516503491	0.583548699658	0.605109654366	0.582793303566
RS40.D0	0.574549116096	0.577727872418	0.580994004295	0.570381736577	0.566609706249	0.571153290722	0.562283457655	0.566394872843	0.576810002419	0.57755409197	0.599658986973	0.59084676434	0.740891202966	0.571137266648	0.615428675318	0.564510572002	0.570958465012	0.566824213414	0.569090565729	0.585072532235	0.586180026749	0.581899944952	0.575624015284	0.568386397944	0.551865388372	0.565779232305	0.559616896348	0.577438911614	0.569457516961	0.547687790468	0.578506925507	0.547042105307	0.561381762845	0.565884930053	0.570976127906	0.56862906441	0.563579929948	0.565766162061	0.564199197222	0.0	0.555645256027	0.579654190614	0.567664653904	0.585162581102	0.578771907912	0.570091077319	0.598057942473	0.584905013685
RS40.D2	0.579888986593	0.56803869005	0.561576246069	0.563314875906	0.557258768476	0.555866308357	0.562357166338	0.540038036365	0.564103499363	0.570801919112	0.574376955189	0.570037399139	0.724791454631	0.560812691217	0.597570484538	0.557000052012	0.563542270015	0.561056253074	0.560522755714	0.570267417621	0.566855460244	0.575714753838	0.561018919381	0.559613945118	0.541234412261	0.55809567794	0.543190058758	0.571029934415	0.558533099823	0.556900554389	0.575429700499	0.54899106225	0.561790627431	0.544833746092	0.562886705929	0.555512481846	0.565842637658	0.56160693412	0.554067715718	0.555645256027	0.0	0.555775274363	0.564964563652	0.571021754321	0.565861095628	0.557664954581	0.599042831446	0.569156337376
RS40.D5	0.58245887804	0.596644596389	0.568136475927	0.570478685707	0.583055380155	0.569206739301	0.571295044652	0.575760359673	0.566401768319	0.579016216908	0.602944841648	0.592637668203	0.739672424471	0.578692306512	0.618066142904	0.574103901855	0.571909608327	0.576945900559	0.567249236817	0.592991049468	0.571447529333	0.588210690576	0.585780776536	0.578453778303	0.567188636329	0.570345855426	0.551087137413	0.589179271184	0.584175755847	0.576826266599	0.591117294097	0.57079562136	0.576300706499	0.578795442128	0.592896002752	0.576430043052	0.590652348073	0.590201041572	0.582111058857	0.579654190614	0.555775274363	0.0	0.573622936589	0.585663702251	0.577279186159	0.582767031471	0.617205964338	0.5967416549
RS48.D0	0.595807251545	0.578378275917	0.571910127524	0.579334001785	0.588337080898	0.561810576507	0.558146219902	0.571063706285	0.5952620203	0.581994937332	0.588705947955	0.605804731639	0.704393911544	0.571661651195	0.592465870763	0.567690407247	0.581685127054	0.572146205086	0.58041537715	0.570455724988	0.5838024037	0.58400315273	0.576762243789	0.579197430748	0.558076017576	0.572016732002	0.558571209889	0.58105489823	0.583219183611	0.552537401711	0.608121000478	0.562813462324	0.574830888951	0.567674311736	0.56790391178	0.57230496596	0.571290665857	0.575709655537	0.57806497193	0.567664653904	0.564964563652	0.573622936589	0.0	0.58690496206	0.573130618533	0.575734537231	0.593352768967	0.600726248823
RS48.D2	0.598492968974	0.588832489206	0.578343570801	0.589733953673	0.573874001805	0.58179657268	0.58143170172	0.584432409089	0.580296862629	0.593378975615	0.577259424625	0.573056206468	0.741620317489	0.594466749003	0.603764240348	0.578412507438	0.57563971335	0.597925253265	0.591813840688	0.59845327765	0.582080958105	0.596226383115	0.576345386307	0.583029103499	0.569052009018	0.585592263987	0.567496582575	0.587363034189	0.591799734742	0.581833821266	0.58431379013	0.574866426666	0.576724541416	0.598764113673	0.585571906921	0.58918994649	0.587566677386	0.592864455656	0.592977090755	0.585162581102	0.571021754321	0.585663702251	0.58690496206	0.0	0.575231904685	0.588330242642	0.610270977159	0.590413713503
RS48.D5	0.586625939237	0.591002038269	0.574183654478	0.578483740179	0.583001363288	0.578021750951	0.577980643158	0.563371187846	0.580632012409	0.578071501086	0.598100360457	0.587924701456	0.745829821659	0.580487186059	0.603341882988	0.572694955623	0.571884704303	0.572288055451	0.570492883845	0.580775778015	0.576778691191	0.578018474304	0.572048391038	0.558852649722	0.574647154137	0.576419969229	0.56891471297	0.586262085532	0.559709635379	0.563717753591	0.598696158126	0.569763660643	0.58047962969	0.580903106722	0.571044526261	0.579878296836	0.581048456769	0.583703355092	0.580516503491	0.578771907912	0.565861095628	0.577279186159	0.573130618533	0.575231904685	0.0	0.578187774933	0.615602161452	0.588196297986
RS50.D0	0.595463650752	0.577979855547	0.594701596838	0.58476695947	0.583504942653	0.582091953551	0.589857854496	0.569297015275	0.577077998668	0.58654356695	0.608081186951	0.584339633625	0.739274442356	0.571494233876	0.624421091804	0.572585925851	0.585885587591	0.6043228863	0.589005947131	0.587074539656	0.575964754343	0.585802104568	0.585567670919	0.580501070211	0.559822551767	0.577030023762	0.566344412533	0.58672671908	0.580756125733	0.572590313994	0.590277872173	0.584765502551	0.583844286248	0.585489031499	0.583599777378	0.590960836622	0.594968059805	0.580010810511	0.583548699658	0.570091077319	0.557664954581	0.582767031471	0.575734537231	0.588330242642	0.578187774933	0.0	0.61028068447	0.579591012133
RS50.D2	0.639542531539	0.592415196466	0.616329269174	0.629031102119	0.606698545558	0.613339322596	0.608506922248	0.598010442379	0.623757405069	0.631179163692	0.579132068379	0.626385168678	0.669552477241	0.613155215107	0.569638038692	0.612594248822	0.589173711481	0.585875534573	0.62766435448	0.625573181947	0.624782024413	0.625749139008	0.615798932944	0.616058529879	0.579587727509	0.616711250943	0.591728413107	0.638763725635	0.606248575097	0.598929405872	0.633377206636	0.605490052548	0.612915345779	0.587579689399	0.577252154098	0.600586803103	0.617788403973	0.565747691829	0.605109654366	0.598057942473	0.599042831446	0.617205964338	0.593352768967	0.610270977159	0.615602161452	0.61028068447	0.0	0.590655802548
RS50.D5	0.599251911546	0.596381617149	0.61170721144	0.603240257741	0.600003378898	0.609812481465	0.604662786129	0.592990749274	0.59728692189	0.597383820628	0.614993259556	0.605735521353	0.744184374386	0.591262274127	0.600700653599	0.588681996125	0.577763642558	0.587362724838	0.597384781774	0.609072240221	0.5941460374	0.60699477134	0.595101103769	0.587389723383	0.578832457263	0.594734419941	0.57981502909	0.603192977506	0.584813252782	0.588961029287	0.596165148503	0.588866706502	0.597461989302	0.573265570285	0.559015853536	0.575341121935	0.591935661054	0.560372505173	0.582793303566	0.584905013685	0.569156337376	0.5967416549	0.600726248823	0.590413713503	0.588196297986	0.579591012133	0.590655802548	0.0
